feature00,feature01,feature02,feature03,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
0.0782407,0.252778,0.570833,0.84964,0.668593,0.17987,0.47064,0.050074,0.457769,112.263,108.834,78.5515,53.0472,59.4066,37.9916,0.248967,0.466975,0.120344,68.1276,-1.93603,12.2236,15.717,7.68704,10.8903,-0.121664,0.0535668,-0.023168,66.3802,1.0,-0.785358,13.4215,0.213365,14.3712,0.175955,3.13285,0.753328,100.019,0.075,109.103,25.2719,1.45165,52.841,3.31681,246.504,68.4049,0.497122,0.368262,0.100183,89.2173,0.561318,43.0956,14.0479,0.095787,0.28898,0
0.0868345,0.386111,0.304167,0.763614,0.651315,0.371143,0.264156,0.0479174,0.260619,94.927,82.756,89.6419,63.2364,54.0095,51.0547,0.68861,0.964012,1.05135,61.1621,4.70471,-2.9766,16.6365,4.41257,6.58613,0.426244,1.48786,0.016749,65.5101,0.635417,-5.22947,55.8501,0.174672,10.7989,0.476394,-1.77228,3.28168,125.024,0.225,161.573,52.8317,2.21339,39.1488,26.5432,225.954,16.5223,0.84144,0.312211,0.0155186,176.382,-0.124709,34.0545,8.75482,0.0208275,0.604975,0
0.0295718,0.175,0.188889,0.778791,0.491177,0.168372,0.177433,0.0555773,0.105392,71.535,72.8315,76.6517,29.3101,29.9116,30.5789,0.719911,0.729129,0.684002,59.0182,0.302374,-2.02487,10.1904,1.16967,2.5864,0.250749,-0.00687176,3.06267,78.0519,0.429167,15.3382,34.76,0.231109,4.67371,0.262621,5.22801,1.87243,237.339,0.271875,88.3398,38.4079,0.804781,17.562,21.7634,110.026,20.7203,0.371608,0.399677,0.0471147,141.559,0.0473891,35.1524,2.03798,0.0616724,0.266321,1
0.0613542,0.629167,0.322222,0.353905,0.24434,0.48065,0.206357,0.0670628,0.697362,74.0987,97.5151,126.367,42.3907,31.6313,26.6443,1.55501,1.74856,0.563962,66.4356,-2.58886,-13.5781,8.5899,2.6663,8.37521,1.13465,0.561816,0.782518,51.0872,0.491667,4.91476,52.7642,0.112389,20.7755,0.406016,1.39377,-0.485614,165.367,0.478125,114.119,28.9755,0.220734,24.8519,10.7316,129.552,31.6263,0.831566,0.22685,0.0316182,82.5345,-0.148505,35.1537,18.7906,0.233003,1.12626,2
0.19195,0.408333,0.769444,0.175393,0.662716,0.335076,0.63301,0.02638,0.389063,141.862,122.718,115.0,44.5003,37.2871,34.6679,-0.231655,-0.0560932,0.0300561,74.7117,3.46144,4.16698,10.0063,4.71935,4.50387,-0.985556,0.373293,-0.259074,80.9519,0.0770833,-1.15427,20.4496,0.263412,5.9564,0.630992,6.81641,0.0640993,183.459,0.177778,100.709,59.9607,1.26101,65.7797,13.4938,162.795,34.3008,0.502555,0.563133,0.183386,243.268,0.403534,36.0361,7.26159,0.0339779,0.104819,0
0.00768519,0.0958333,0.186111,0.436429,0.50375,0.066652,0.169368,0.136295,0.569111,94.1288,65.0791,44.5821,19.1656,21.5,22.1362,0.867889,0.311063,0.30973,58.5517,6.66078,17.2395,7.56937,3.90314,6.90297,-0.0877232,1.44412,1.10452,57.575,1.0,-2.84402,12.3466,0.323794,8.83148,0.971976,1.46802,1.72399,108.451,0.470833,111.528,20.6925,0.454168,10.7626,8.97747,218.221,16.2073,0.613398,0.44266,0.0294118,121.471,-0.0808887,48.7789,3.7946,0.253767,0.224991,2
0.537148,0.922917,0.896875,0.461025,0.618654,0.784853,0.787614,0.0203379,0.351067,94.7669,100.713,128.852,77.9381,54.3554,58.3916,0.561218,0.538886,-0.0946905,66.2577,2.14986,-11.5502,16.1762,5.83849,20.5876,0.00414542,0.110646,0.0424422,81.5478,0.177083,2.24479,41.7351,0.462491,21.1815,0.721504,0.568449,-0.125654,124.534,0.391667,73.6901,29.4954,2.74743,17.2241,10.1405,36.6043,21.7431,0.553288,0.289965,0.0262957,101.291,0.917913,33.6158,17.5216,0.0015625,0.858994,0
0.00848958,0.0520833,0.211111,0.594241,0.594141,0.0455439,0.184918,0.111111,0.227895,133.262,123.057,119.111,74.9347,75.5068,72.7758,0.564201,0.730068,0.760587,71.9902,2.35921,2.31368,17.5149,3.86552,5.31539,0.488823,1.13581,-0.37323,34.8031,0.28125,-4.07599,30.973,0.886485,13.2912,0.0960065,3.39333,2.03083,134.555,0.244444,178.309,21.5097,1.15488,38.0213,2.72888,104.243,16.281,0.486262,0.488779,0.0391311,171.61,1.87667,11.2234,21.942,0.17222,0.0290271,2
0.323379,0.46875,0.940625,0.485658,0.603537,0.390995,0.881295,0.0190051,0.266578,80.6656,63.2632,51.9242,66.0181,54.1199,50.392,1.14289,1.59833,2.04722,52.9337,3.60749,9.19955,18.8301,4.5527,6.68566,0.599427,1.84027,1.62597,87.5833,0.0458333,0.502155,57.3693,0.304171,15.6715,0.320966,2.04597,-0.304883,100.268,0.38125,175.168,12.8304,-0.547646,43.1165,8.96837,39.2245,26.126,0.429043,0.485569,0.0613124,152.317,-1.98468,64.61,20.4043,0.465208,0.156026,0
0.25735,1.0,0.302083,0.48015,0.131333,1.01918,0.267057,0.0232741,0.148084,221.952,232.599,243.923,23.4348,14.8536,7.57492,-0.451365,-0.23414,-0.489179,96.205,-0.743309,-3.13855,2.59409,0.883908,2.82986,-0.323227,-1.80153,-0.998861,74.6872,0.458333,12.32,38.5088,0.0856665,11.347,0.0615327,1.09835,1.67804,249.743,0.15,69.3456,39.2478,1.98647,24.349,16.6989,119.647,46.5032,0.542791,0.601564,0.0384013,208.005,-1.11577,54.5749,1.90692,0.106279,0.355849,1
0.0531597,0.289583,0.316667,0.903996,0.87814,0.228436,0.291226,0.0457217,0.420295,113.013,71.0305,23.989,14.6729,10.5627,4.70631,0.191625,0.0359307,-0.412911,61.5008,5.44633,35.1741,3.69185,1.0409,3.84323,-0.137122,1.85898,0.0978426,62.6219,0.241667,-1.67257,9.1041,0.735034,12.5376,0.967786,4.25524,-0.748019,66.9309,0.905556,90.9594,38.1748,0.0472489,8.52319,18.3833,98.2677,16.9765,0.41123,0.254412,0.0197983,12.2902,0.678338,59.957,16.023,0.590868,0.637677,2
0.0161053,0.135417,0.141667,0.940833,0.880105,0.125481,0.127205,0.068631,0.160483,139.537,124.607,118.42,43.3032,41.0283,39.5046,-0.0254028,-0.0841283,-0.18679,74.8036,2.82514,3.49176,10.7859,2.85686,2.92136,-0.749094,5.1415,0.0792989,71.6242,0.155556,1.51963,38.772,0.250025,7.77945,0.147384,-0.806513,-0.0480124,251.566,0.322222,86.3814,50.7808,1.06139,46.2223,11.8748,89.6386,43.9714,0.707251,0.458364,0.0222135,151.493,-3.22452,23.7827,9.58667,0.154942,0.343766,2
0.0246701,0.2125,0.202778,0.087718,0.487119,0.207098,0.145943,0.0689655,0.427478,96.0478,88.6953,100.834,34.197,32.722,31.2923,1.624,2.07881,2.28488,65.3502,4.10875,-4.54066,8.77186,2.05934,3.70182,1.05744,0.393163,-0.00738397,77.1099,0.839583,3.67993,55.695,0.170985,16.668,0.361225,3.20061,4.99178,85.0223,0.43125,187.163,47.8571,1.36735,13.1618,15.7445,145.87,11.8064,0.414418,0.319284,0.0281961,76.9905,-0.851566,16.7894,7.90594,0.0115683,1.06379,1
0.0696065,0.239583,0.402778,0.506106,0.556108,0.214816,0.336101,0.0389924,0.278681,89.2066,64.2097,51.7436,48.3941,35.9875,31.2976,0.464951,1.07806,1.5882,56.5852,6.08829,10.2848,13.0885,10.7929,7.43405,0.154989,1.98051,0.261829,62.4103,0.244444,-0.104735,35.1565,0.524803,9.87451,0.113378,-6.49728,2.28921,17.2478,0.236111,154.319,16.8235,0.534711,24.0528,10.6517,139.116,11.1215,0.937255,0.370211,0.121576,91.5168,0.355272,38.6369,14.2517,0.0785359,0.692751,2
0.0229514,0.09375,0.352778,0.55868,0.701528,0.0748408,0.308931,0.0718608,0.306037,78.0688,70.5968,74.9955,50.0535,44.0196,46.2869,0.824724,0.885265,0.376461,57.0719,4.13951,0.594664,15.6513,6.40341,16.0286,-0.0119639,1.16526,0.104144,42.7985,1.0,2.9442,39.6706,0.78946,5.304,0.162528,3.81919,1.61194,51.305,0.233333,71.9772,22.5849,1.20979,33.3891,14.7162,67.6791,45.0276,0.108156,0.248921,0.130388,97.114,-1.30458,14.6283,8.86595,0.0167593,0.240787,0
0.405012,0.752778,0.858333,0.292739,0.61829,0.631726,0.824312,0.0303061,0.373177,122.288,110.646,99.5516,51.0786,50.9874,47.9241,0.664233,0.687297,0.781176,70.3378,1.72598,5.44836,12.9255,2.19223,3.10191,0.317152,0.431439,0.0490567,78.9527,0.238889,8.93932,28.1422,0.231867,9.69897,0.100552,-4.73854,-2.63623,231.017,0.23125,86.6236,19.292,0.951381,59.8512,10.4456,120.179,55.4023,0.514989,0.338143,0.121212,48.714,-0.0735064,13.6464,4.4353,0.0918576,0.253021,1
0.599855,0.988889,0.88125,0.521307,0.630462,0.795409,0.839876,0.0130433,0.311665,149.261,110.986,105.247,66.761,69.9052,64.6344,-0.046153,0.552272,0.52732,70.472,10.3653,6.37732,17.6772,13.7771,8.69376,-0.180093,1.85488,-0.304594,66.8233,0.533333,30.8471,35.2651,0.361086,15.2003,0.122188,5.7265,2.72958,250.57,0.0888889,36.8261,10.4434,-0.892953,59.818,3.99562,100.955,14.8193,0.210155,0.332361,0.0584179,75.7639,2.78704,8.92495,5.82274,0.186227,0.642751,0
0.0248611,0.102083,0.411111,0.774176,0.699413,0.0732756,0.353338,0.0761173,0.407612,146.459,127.705,120.314,52.2203,48.8024,46.8962,-0.139207,-0.00397209,0.073215,75.2475,3.52343,4.10976,12.7377,2.32186,3.37461,-0.62468,1.24621,-0.296585,99.9345,1.0,1.09978,63.187,0.582217,19.9234,0.0850805,4.89192,0.747809,224.14,0.833333,98.871,13.1705,1.98023,7.9548,13.7823,110.447,41.704,0.519773,0.133537,0.0854387,155.694,3.51065,33.1268,1.28383,0.233861,0.217036,0
0.0525694,0.45,0.136111,0.467287,0.0607325,0.444319,0.120466,0.055262,0.141723,74.9854,80.1871,75.606,46.7242,39.0107,35.4295,1.92797,1.9156,2.35909,60.7831,-2.84366,1.08984,10.934,6.3706,6.88084,1.39328,1.30611,2.16309,80.6129,1.0,4.95339,49.3466,0.845367,16.5265,0.653233,10.8962,1.79605,42.7475,0.716667,70.4656,21.4291,0.675297,63.4327,15.4745,49.948,47.669,0.3603,0.290517,0.0821164,58.2575,0.668478,60.6943,20.737,0.0453762,0.176487,2
0.0572454,0.322222,0.34375,0.289641,0.88011,0.250479,0.311779,0.0596442,0.483177,118.138,103.07,98.4754,18.7825,19.6343,20.0161,1.21911,1.67406,1.64973,70.2504,3.33714,3.2426,5.14924,1.03997,2.02297,0.0497625,3.30529,-0.524483,61.2898,0.516667,4.31764,25.4118,0.0772076,5.34005,0.370501,2.52761,0.556657,217.43,0.416667,129.091,50.0984,-0.0921684,72.1233,11.7838,47.8631,23.8666,0.495753,0.237323,0.0311949,125.676,1.52172,12.7885,7.07378,0.253802,0.201584,2
0.5182,0.995833,0.541667,0.50462,0.722437,0.98402,0.526576,0.0146518,0.0393198,102.181,95.4566,87.7951,45.4196,38.7545,29.7812,0.504518,0.333546,-0.0450411,66.0601,0.67281,3.07749,12.5135,0.721237,4.12399,-0.741175,-1.53109,0.514401,69.4243,0.14375,-2.02115,61.3404,1.00008,11.7914,0.815716,0.475118,1.68368,49.2945,0.311111,103.003,43.7627,1.97275,35.2171,14.1659,84.1965,60.3307,0.931857,0.624322,0.032982,84.9616,-0.406529,36.8161,5.56703,0.0343692,0.345992,1
0.367882,0.966667,0.663889,0.517026,0.52099,0.895372,0.458504,0.0244298,0.42676,139.715,118.487,104.335,66.1415,63.4066,62.083,0.0725739,0.323747,0.63063,71.7185,3.89995,7.7988,16.6344,7.89011,9.84003,-0.240398,2.86309,0.190892,50.7438,0.0791667,2.16621,15.9189,0.67018,26.0831,0.510745,-1.53646,-0.34716,71.49,0.261111,48.447,61.9377,0.910078,12.0147,16.8962,110.464,3.29742,0.501167,0.0697237,0.0150969,129.919,0.466838,15.2883,2.89862,0.0874363,0.0796144,0
0.255648,0.933333,0.7625,0.523863,0.582309,0.600822,0.636864,0.035019,0.640775,132.329,117.754,63.7922,36.3194,40.6848,35.5622,-0.439359,0.00549836,1.53379,72.2969,-2.94486,25.0688,10.3699,9.71261,12.0656,-0.853872,-0.0664076,0.228152,69.4963,0.49375,2.53767,30.5193,0.575389,8.78898,0.704817,-4.10489,-0.0673455,134.956,0.239583,57.4747,19.7044,-1.30333,56.6747,3.81192,228.456,27.1019,0.749125,0.554025,0.137417,155.591,-2.8465,48.2599,3.69374,0.147656,0.527021,0
0.133623,1.0,0.258333,0.399562,0.102738,0.884582,0.257104,0.0620182,0.482751,134.854,168.308,218.624,27.2601,21.8352,12.9072,0.337832,0.298229,0.356096,84.0959,-1.31552,-15.2794,4.47797,0.811775,3.84661,0.173135,0.614782,0.296133,80.5033,0.325,3.38216,14.1498,0.503507,7.63007,1.02311,4.09402,0.886305,75.5768,0.197222,95.2604,40.4119,-0.042725,62.5677,15.533,188.133,39.7246,0.588975,0.17058,0.0446464,124.913,0.16152,31.0341,19.5988,0.175475,0.244888,1
0.113403,0.241667,0.680556,0.482843,0.728472,0.200989,0.593189,0.031384,0.310486,112.246,117.832,130.145,28.9408,34.6344,39.2967,0.508754,-0.458835,-0.761671,72.5964,0.830011,-4.24796,9.83721,5.42229,5.52061,-1.792,2.03362,1.65169,61.1245,1.0,-20.0629,24.1684,0.135072,13.8931,0.31295,-6.24261,0.573532,118.213,0.0854167,120.93,93.2532,-0.785285,56.6375,2.3807,90.08,42.0183,0.473883,0.344039,0.034307,84.3773,0.623077,62.498,3.90922,0.304213,0.30129,1
0.446366,1.0,0.711111,0.491056,0.234727,1.03131,0.524632,0.0196546,0.372298,92.455,131.485,195.881,22.2015,22.4625,15.6229,0.827356,0.318721,-0.0758774,75.8561,-0.99005,-21.8291,5.18882,1.25819,4.34146,0.132592,0.133484,1.49222,75.263,1.0,1.96881,26.4066,0.188245,6.17696,0.168597,-0.481687,1.03005,194.945,0.438889,73.4045,47.5442,-1.70137,31.6048,16.6246,95.0118,39.5318,0.0614522,0.200362,0.0302817,218.512,-0.156452,37.5114,18.4047,0.398854,0.127394,1
0.0134722,0.191667,0.127083,0.612424,0.151379,0.135153,0.105993,0.0751718,0.4469,120.228,109.295,98.8836,41.0084,42.7234,45.8975,0.983707,1.37733,1.57574,70.6357,1.51028,5.55833,10.313,2.11207,5.59082,0.683787,-1.08333,-1.48066,59.3093,0.9,-1.73281,24.3425,0.533666,19.2365,0.0624262,1.1357,0.895807,200.148,0.463889,238.034,18.3454,0.0655802,14.5597,21.1206,92.2186,58.9651,0.490092,0.181607,0.042402,110.87,0.454933,75.252,1.05716,0.0539526,0.147766,2
0.0460938,0.514583,0.119444,0.455717,0.0511589,0.439244,0.107394,0.063779,0.250071,24.6373,6.92542,4.84231,10.5353,5.76753,4.42965,2.38873,3.78028,2.83395,22.9542,19.0849,14.6937,6.66899,5.95344,9.21539,0.76992,-0.47009,0.395625,80.6492,0.505556,4.2298,73.905,0.290092,10.6205,0.388366,5.52931,-0.378588,27.6265,0.625,140.71,71.089,-0.434601,9.8962,20.141,171.682,17.0318,0.510362,0.241477,0.0561349,80.5014,-1.22274,23.4711,2.21704,0.16408,0.426132,2
0.31555,0.695833,0.591667,0.511178,0.651962,0.655965,0.489265,0.022686,0.233547,71.7291,64.8709,68.4878,58.1983,54.1804,53.782,1.22836,1.24173,1.27222,53.0953,4.02235,-1.74283,18.9491,4.38105,10.5944,0.486582,1.34968,0.75906,95.5231,1.0,-1.76442,56.3973,0.348092,15.5014,0.391736,1.58125,0.477274,101.344,0.491667,124.484,21.7301,1.04812,46.6645,9.98313,65.3151,57.5809,0.860113,0.458144,0.0329846,164.377,-0.502908,23.9642,12.7914,0.0119155,0.326655,0
0.0783681,0.19375,0.675,0.349199,0.614108,0.14164,0.57733,0.0412051,0.40077,142.058,82.2577,84.3192,49.6279,47.924,38.5219,0.345556,1.18098,1.82626,65.9354,18.0164,5.14583,11.277,18.8283,5.27951,0.660829,0.918966,-0.29905,69.4939,0.06875,1.75787,32.2227,0.195903,7.65458,0.250584,-3.85433,-0.136299,81.4739,0.5375,135.864,13.381,0.0105324,27.9048,10.4917,105.887,36.2922,0.408446,0.166009,0.0729496,127.562,-0.692209,43.9657,11.4509,0.334115,0.81473,0
0.15647,0.722222,0.33125,0.338614,0.879771,0.617028,0.27526,0.0244471,0.34596,176.343,167.05,169.214,56.7467,58.9581,60.1615,-0.535455,-0.455537,-0.492272,83.4763,2.27898,0.232456,13.3942,1.86225,3.01911,-0.964261,1.48333,3.49755,49.1159,0.139583,1.29641,65.8707,0.500698,3.54058,0.187481,-3.57116,-0.0895006,187.605,0.522222,129.318,19.6499,4.07923,41.9998,4.28764,121.788,59.3484,0.586889,0.170122,0.0291853,117.977,2.84673,96.3756,11.0407,0.15334,0.384319,1
0.0901736,0.625,0.64375,0.61556,0.57611,0.542551,0.634514,0.0535233,0.775879,140.301,146.552,178.522,44.242,46.7814,51.1602,-0.346644,-0.377382,-0.518377,79.3981,2.40677,-9.77327,11.2015,1.03211,1.69289,-0.748089,1.09925,0.0589283,54.1185,0.0833333,1.89526,47.5882,0.25027,24.7974,0.93152,-0.43997,0.39597,105.626,0.183333,176.827,16.1183,-0.831753,65.6943,14.2871,186.227,41.8642,0.564695,0.0419453,0.0127515,106.573,0.731915,39.5618,9.49644,0.361753,0.159781,1
0.0362963,0.214583,0.188889,0.108503,0.55067,0.206754,0.177852,0.0513393,0.104512,118.27,108.381,103.962,40.0473,40.4815,37.358,1.35699,1.38947,1.46783,70.5891,2.11779,2.45684,9.65928,1.19267,1.26866,0.98655,-0.638577,1.47023,78.6871,0.25,7.99764,13.9214,0.424506,10.3957,0.581936,8.5869,0.37567,39.65,0.747222,159.902,52.0355,0.814751,6.56056,7.3568,152.898,40.9473,0.518467,0.328258,0.0360836,94.7151,1.07666,8.69901,11.8092,0.0176968,0.0490218,0
0.172546,1.0,0.33125,0.442309,0.125133,0.887774,0.274977,0.040901,0.479108,249.332,252.308,253.767,9.82863,7.82673,6.52218,-5.58714,-10.4617,-15.2157,99.4934,-0.323177,-0.467904,1.40728,0.438871,0.884998,-11.9849,-0.686597,-2.32476,82.2605,0.48125,0.406127,36.9383,0.166393,10.6862,0.309154,10.5605,1.42871,183.921,0.233333,107.721,47.0374,-0.307619,33.6865,10.682,103.954,57.8096,0.124323,0.149672,0.0647522,95.9132,-0.364995,56.5359,15.7486,0.120758,0.836461,1
0.163819,0.78125,0.405556,0.311962,0.307799,0.65334,0.291717,0.0299209,0.482959,159.758,150.695,151.015,28.976,31.9741,36.4418,-0.190966,-0.292098,-0.358878,81.2513,1.96163,0.881911,7.14573,1.0955,2.65071,-0.867669,2.16886,2.8202,56.6093,1.0,-0.3808,20.0035,0.278585,19.1481,0.295817,11.3909,1.23226,179.857,0.96875,98.0566,39.6942,1.39097,40.0241,16.946,78.8699,11.6646,0.703834,0.641717,0.098582,132.437,0.328876,54.0976,17.5711,0.00277199,0.978833,2
0.10554,0.3,0.703125,0.566442,0.69999,0.222028,0.638643,0.0350379,0.499661,127.376,128.308,119.791,39.0798,37.3248,36.7499,-0.0551899,0.0529169,0.281857,75.0266,-1.43175,2.87204,9.98795,1.28606,2.19294,-1.05902,-3.79299,0.637122,72.0591,0.160417,0.656939,24.7821,0.386,14.3049,0.285237,-2.74227,0.0948828,105.912,0.35,103.397,32.1958,1.20202,52.0437,3.92949,164.99,45.314,0.517189,0.270909,0.0567533,162.75,0.792259,27.2391,12.2503,0.250278,0.0887856,2
0.0944849,0.522917,0.722222,0.372365,0.463184,0.444495,0.591816,0.0930361,0.749816,104.202,130.822,138.146,35.3653,37.5055,42.2194,0.788667,-0.446341,-0.430695,74.6914,-5.1581,-4.15941,9.44039,5.89115,4.88815,-0.965281,-0.285392,0.143106,10.1995,0.205556,0.542658,34.7006,0.472958,1.94015,0.271564,1.845,1.37186,165.002,0.440625,90.8277,52.4567,0.362472,74.9051,14.4522,217.797,57.6466,0.504591,0.452021,0.0492929,42.3484,0.849127,33.6271,6.37275,0.026331,0.995438,1
0.0566377,1.0,0.227778,0.340555,0.918341,1.32262,0.20132,0.0588536,0.751347,127.341,129.513,129.595,17.7959,17.0068,16.519,-2.60472,-2.10458,-1.56364,76.2076,-0.511641,-0.256894,4.79995,0.68531,1.30585,-3.29732,-1.71269,-6.93369,70.9899,1.0,1.61162,21.1876,0.221454,19.169,0.205349,4.00735,-1.16614,75.1723,0.669444,172.395,34.6222,-0.440674,27.5532,1.22582,181.822,37.2154,0.645366,0.277931,0.0658816,62.6613,0.00999143,31.2623,2.99107,0.409462,0.0621924,2
0.110035,0.28125,0.455556,0.812457,0.26108,0.253119,0.428504,0.0265068,0.141192,237.995,238.004,238.0,0.266221,0.236411,0.541789,0.224162,-0.752023,-1.1089,97.363,-0.00173957,0.000423547,0.028288,0.0883565,0.128911,-6.07148,-1.69991,0.0666869,63.3042,0.314583,0.692783,73.6421,0.737668,9.01186,0.102551,-3.65456,4.36793,42.4004,0.172222,169.472,25.435,2.87518,6.90414,10.5643,125.765,24.5511,0.837389,0.387256,0.0394066,184.75,0.303863,35.7088,9.25174,0.0477951,0.295536,1
0.0106713,0.127083,0.105556,0.501192,0.856093,0.111867,0.0985308,0.0970716,0.204487,183.002,180.255,177.74,25.2198,25.928,26.1081,0.459292,0.543699,0.565229,87.1785,0.271834,0.858397,4.89968,0.796675,1.25841,-0.0734996,0.00865664,-0.0738033,67.3581,0.8,-1.03926,30.0338,0.246374,7.74992,0.46691,4.23871,0.200063,126.983,0.714583,87.7188,40.579,1.14296,18.6372,3.57512,23.2432,58.46,0.503025,0.361984,0.0557561,231.874,-1.128,44.4467,14.7945,0.0874653,0.224651,2
0.401237,0.8625,0.73125,0.504419,0.589946,0.768668,0.554456,0.0242577,0.363826,104.177,86.1252,72.0281,23.345,20.9532,16.3749,0.833298,1.51844,2.79903,65.1951,3.15922,8.11863,6.08619,1.11409,3.46945,0.641855,-0.0876895,-0.575418,61.464,0.0625,1.12202,55.9697,0.442471,11.8558,0.617736,2.28581,-2.95607,164.903,0.0611111,87.1827,32.935,-0.627725,18.7146,3.7354,168.03,31.8609,0.33496,0.375999,0.0391778,82.3876,1.1892,10.7814,3.0164,0.00785807,1.13931,2
0.0524595,0.316667,0.222222,0.424091,0.561713,0.289881,0.185703,0.054054,0.254523,133.941,132.313,135.261,66.7261,61.8822,59.6156,0.156046,0.263496,0.293483,74.8194,0.558024,-1.36076,15.4394,3.53268,4.84303,-0.19119,2.14447,-1.05215,74.6524,0.125,-1.02087,54.1484,0.076379,2.90202,0.514997,2.22073,0.185035,241.192,0.325,30.6633,6.87608,1.74027,14.5372,8.36751,251.284,54.5082,0.524579,0.639667,0.14277,69.7494,-3.67859,19.3346,14.2382,0.0723032,0.963023,0
0.0124653,0.20625,0.0972222,0.434133,0.406346,0.17182,0.0733499,0.0998143,0.378355,170.605,174.435,170.378,17.9847,13.9905,7.90722,-0.288601,-0.420372,-0.360956,85.9144,-1.12693,0.765445,2.82547,0.82831,2.38375,-0.444852,-1.34193,-0.442683,79.3112,0.1875,-2.42205,26.4979,0.172069,13.4908,0.334786,-1.45573,3.05828,86.7686,0.309375,72.0119,24.7717,0.498287,13.2674,9.07803,177.903,44.422,0.443452,0.314441,0.0764501,60.1672,0.435208,3.20985,6.44642,0.104572,0.0786405,1
0.131574,0.869444,0.216667,0.389459,0.0890314,0.932002,0.20331,0.0362861,0.301548,92.1871,96.2514,94.2295,27.1816,30.5501,43.2032,-0.356255,-0.495677,-0.133609,66.5079,-1.34268,2.3303,9.42761,7.5962,9.89674,-0.822336,2.493,0.874708,74.2168,0.75625,5.32657,54.5687,0.0829238,2.98986,0.122028,0.00751609,0.404486,253.928,0.311111,76.8844,7.9854,0.851675,39.684,7.65036,75.4539,59.3682,0.438807,0.194094,0.0652862,227.476,1.31523,24.7143,10.5568,0.0171875,0.44792,2
0.073112,0.604167,0.171875,0.453037,0.498903,0.540374,0.145996,0.0538735,0.295925,140.229,159.213,187.699,13.8706,7.56568,6.10593,1.33707,0.242289,-1.60271,82.7004,-0.79857,-9.10537,1.76255,1.17714,2.00499,0.354122,1.68381,0.7504,70.5589,0.361111,-6.09273,42.8335,0.0716714,19.6584,0.400183,5.53591,0.452217,59.6218,0.46875,98.6984,4.27936,0.903905,49.8053,4.19502,135.353,7.79931,0.550815,0.312388,0.118072,159.546,-1.02483,18.6939,1.72056,0.318299,0.157443,1
0.0330208,0.129167,0.347222,0.948921,0.576329,0.115706,0.308215,0.0555556,0.263742,53.9898,22.1045,10.6937,25.1783,16.9244,10.8901,1.05641,1.40494,2.2995,37.4196,16.9165,24.0326,10.735,4.50182,7.6419,0.700789,-0.0598882,-0.0210263,59.663,0.2,7.06168,45.8589,0.277258,14.1202,0.624036,-0.156565,-1.23267,41.2082,0.511111,122.123,11.6703,-10.1481,19.8694,3.32597,127.953,25.9928,0.576452,0.194181,0.0582013,7.76157,1.02817,27.0003,11.1993,0.325284,0.135584,0
0.22022,0.96875,0.366667,0.359166,0.860735,0.783952,0.324406,0.0268829,0.380026,46.3755,41.3148,40.6411,26.4335,18.6414,16.1264,1.53871,1.33935,0.991156,46.345,1.78339,0.791006,9.40611,3.29175,5.49661,0.370454,0.616538,2.422,42.832,0.154167,1.89553,54.0461,0.468118,14.4895,0.370614,1.19772,2.28435,207.339,0.14375,156.644,24.4562,0.51952,43.5211,3.14095,68.7073,56.7851,0.506445,0.638711,0.0510039,91.9738,2.67878,24.5999,5.52333,0.222012,0.210386,2
0.317044,0.997917,0.621875,0.599082,0.803718,0.801479,0.486524,0.0244569,0.489116,154.176,150.91,140.891,7.9138,7.76889,7.78881,0.641809,0.674647,0.388508,81.3564,-0.423518,3.28063,1.65084,0.587576,0.723225,0.290821,0.220327,0.237777,72.9856,0.172917,-10.5021,58.2277,0.260248,11.2265,0.523589,-1.45493,-0.544934,147.881,0.291667,94.2238,36.5046,4.55308,47.4646,2.8288,43.3523,72.7186,0.367363,0.605622,0.0812948,243.597,0.767313,15.801,11.2335,0.304809,0.605602,2
0.123871,0.372917,0.702778,0.863402,0.580654,0.290409,0.565323,0.0415791,0.527348,116.876,93.0503,97.6874,76.0727,54.6288,44.9809,0.580906,0.8669,0.967139,65.3898,6.8285,-1.49094,15.9059,4.26064,11.1296,0.426873,0.383482,0.0730572,64.8881,0.260417,3.3996,46.9876,0.393171,9.55962,0.17215,0.824305,-1.31572,116.591,0.829167,109.661,12.1398,0.165871,56.109,12.1582,64.815,19.3614,0.25266,0.522822,0.0597494,135.452,0.935653,21.1347,17.972,0.0523264,0.736128,0
0.246227,0.766667,0.727778,0.571479,0.62503,0.473243,0.637651,0.0339146,0.558704,111.037,94.9992,83.1143,58.9691,56.9664,53.2612,0.826797,1.07759,1.46074,65.291,3.28679,6.84292,15.5098,7.88345,6.31515,0.343341,3.36466,0.301969,81.6281,0.9625,-9.0876,62.2747,0.584601,8.36375,0.0706868,23.8415,0.570875,169.306,1.0,80.7146,48.8613,0.998667,55.6153,15.4093,121.591,8.6355,0.486657,0.450899,0.018502,93.1994,-0.8829,22.8429,9.52048,0.417708,1.10136,0
