Elevation,Aspect,Slope,Hillshade_Morning,Hillshade_Afternoon,Hillshade_Evening,Distance_To_River,Distance_From_Road,Distance_From_Pollutant,Sector,Soil,Plant_species
3343,80,7,230,228,131,240,2650,2497,Sector_0,Soil_36,1
2468,299,18,168,231,202,192,518,1742,Sector_3,Soil_8,3
2432,265,25,148,241,227,108,1425,636,Sector_3,Soil_8,0
2335,10,11,209,219,147,120,1120,1031,Sector_3,Soil_2,3
3090,109,23,252,207,70,162,3227,2609,Sector_0,Soil_26,2
2250,105,11,240,226,115,42,1213,677,Sector_3,Soil_1,0
3407,349,10,202,223,160,598,1456,1471,Sector_2,Soil_35,1
2402,266,21,163,244,217,67,631,524,Sector_3,Soil_8,0
3170,301,7,201,237,176,85,3640,1566,Sector_0,Soil_20,2
3355,38,19,216,194,106,60,3746,2908,Sector_2,Soil_36,1
2516,28,9,217,220,139,0,1158,1657,Sector_2,Soil_8,0
3020,357,20,185,200,149,95,1599,2078,Sector_0,Soil_26,2
3387,68,10,231,220,121,218,3061,1523,Sector_2,Soil_35,1
2368,14,15,205,208,137,150,1006,812,Sector_3,Soil_8,0
2161,320,15,181,225,183,30,967,834,Sector_3,Soil_8,3
3070,0,2,216,235,156,297,3346,525,Sector_0,Soil_19,2
2934,30,15,214,206,124,459,1812,3055,Sector_2,Soil_30,4
2991,125,8,234,235,133,162,4241,5228,Sector_0,Soil_26,4
3224,0,13,200,215,152,934,2030,2256,Sector_2,Soil_21,1
3283,225,10,207,249,179,351,3985,2355,Sector_0,Soil_20,1
2227,11,35,160,146,104,277,751,360,Sector_3,Soil_8,3
3099,291,9,194,239,184,426,2679,1806,Sector_2,Soil_29,4
2897,63,1,220,236,153,553,3758,3182,Sector_0,Soil_10,4
3306,338,11,195,224,168,67,4236,3928,Sector_0,Soil_35,1
2777,1,16,196,209,149,277,1200,2116,Sector_2,Soil_11,0
2814,275,3,212,240,166,162,2041,2993,Sector_0,Soil_27,2
2333,178,14,225,248,151,228,882,361,Sector_3,Soil_5,3
2321,354,24,173,191,150,30,1201,247,Sector_3,Soil_8,3
2461,44,16,222,202,110,553,810,1410,Sector_3,Soil_5,0
2276,317,32,121,194,204,270,1057,908,Sector_3,Soil_8,0
2407,189,34,200,242,150,90,366,1090,Sector_3,Soil_3,3
2374,342,17,183,213,167,30,696,1209,Sector_3,Soil_8,0
3132,29,12,216,213,132,470,1611,2732,Sector_2,Soil_28,2
3327,123,5,228,236,142,842,4650,1718,Sector_0,Soil_35,1
3383,189,7,221,246,160,242,2527,421,Sector_2,Soil_35,1
3326,178,38,208,230,120,272,1565,618,Sector_2,Soil_36,1
2632,158,17,236,240,128,30,3437,2609,Sector_2,Soil_17,2
2948,214,25,188,254,190,90,2502,1695,Sector_2,Soil_30,4
3372,314,14,181,228,187,408,1422,918,Sector_2,Soil_36,1
2433,193,25,209,250,163,120,1110,1195,Sector_2,Soil_3,3
3251,55,15,228,207,109,182,3543,3546,Sector_0,Soil_35,1
3097,138,12,238,236,127,242,3479,859,Sector_0,Soil_26,2
3043,37,5,220,229,146,134,1537,2942,Sector_0,Soil_20,2
2210,345,23,168,197,163,210,1062,781,Sector_3,Soil_8,0
2264,23,23,200,185,113,30,1548,1057,Sector_3,Soil_8,3
3374,58,7,226,225,133,228,4329,3936,Sector_0,Soil_37,1
3342,266,12,189,245,196,153,3787,1902,Sector_2,Soil_35,1
2459,100,7,231,231,133,342,1040,918,Sector_3,Soil_5,3
3199,0,13,200,215,152,234,1146,2285,Sector_0,Soil_26,4
3392,138,22,247,227,96,277,4241,3284,Sector_2,Soil_30,1
2991,80,27,244,181,49,153,2982,1155,Sector_2,Soil_30,2
2542,142,19,244,231,107,90,1107,1786,Sector_2,Soil_3,3
3059,135,21,247,226,97,192,3181,2096,Sector_2,Soil_30,4
2230,14,18,201,201,134,30,552,1794,Sector_3,Soil_8,3
3494,301,10,193,236,183,342,5258,4290,Sector_2,Soil_35,1
2971,60,9,228,221,126,201,674,1869,Sector_0,Soil_26,4
3047,61,11,229,217,120,277,3486,2825,Sector_0,Soil_27,2
3265,180,9,224,246,155,0,6171,175,Sector_0,Soil_35,2
3031,320,15,181,225,183,30,3629,1826,Sector_2,Soil_19,2
2600,235,8,207,247,177,134,1209,573,Sector_2,Soil_9,3
3067,307,5,207,237,169,85,85,2023,Sector_1,Soil_20,2
2365,81,15,239,213,101,30,1222,649,Sector_3,Soil_5,3
2821,87,13,239,217,106,170,192,67,Sector_0,Soil_19,2
2987,182,21,221,248,150,212,750,1714,Sector_2,Soil_30,4
2412,191,18,217,251,162,67,760,1127,Sector_2,Soil_2,3
2569,177,12,226,247,151,446,927,967,Sector_2,Soil_2,3
3453,96,9,234,228,125,774,2285,1499,Sector_0,Soil_32,1
2291,122,21,250,219,87,150,1172,691,Sector_3,Soil_1,0
2472,0,5,213,231,156,30,981,853,Sector_2,Soil_14,0
3088,323,14,185,225,180,201,2188,1632,Sector_0,Soil_26,2
2826,135,7,231,237,139,67,871,95,Sector_0,Soil_26,4
2309,46,29,215,165,66,90,1445,1087,Sector_3,Soil_8,3
2479,224,30,167,251,207,256,2021,108,Sector_2,Soil_3,3
2446,117,5,229,235,139,0,1041,832,Sector_2,Soil_12,0
2931,322,14,184,226,181,120,3015,1465,Sector_2,Soil_21,2
3431,194,15,216,251,165,630,2324,871,Sector_2,Soil_37,1
2197,254,30,140,243,232,366,408,891,Sector_3,Soil_0,3
3390,57,10,227,219,125,212,2836,1510,Sector_2,Soil_35,1
3381,351,18,186,207,158,488,3851,3461,Sector_2,Soil_37,1
2502,153,29,240,226,94,450,424,1200,Sector_2,Soil_1,3
2523,10,18,198,201,137,124,1530,972,Sector_2,Soil_8,0
2251,125,19,248,224,97,108,1517,417,Sector_3,Soil_8,0
3418,74,8,230,226,129,421,2704,1403,Sector_2,Soil_35,1
2636,232,13,199,251,188,339,774,1464,Sector_2,Soil_1,3
2687,30,7,218,226,143,127,2179,1878,Sector_2,Soil_14,0
3185,33,26,205,173,90,630,742,1914,Sector_0,Soil_27,1
2372,319,10,195,231,176,42,1087,778,Sector_3,Soil_13,0
3370,165,30,230,233,111,365,1711,558,Sector_2,Soil_36,1
1957,21,45,150,108,60,42,67,324,Sector_3,Soil_8,3
2452,28,24,203,181,103,234,671,1183,Sector_3,Soil_8,3
2441,285,12,187,240,193,384,658,1243,Sector_3,Soil_8,0
3067,327,11,193,228,174,175,3320,426,Sector_0,Soil_26,2
2932,345,12,196,221,163,95,2744,541,Sector_2,Soil_29,2
3492,322,11,193,229,176,404,5203,4320,Sector_2,Soil_35,1
3130,43,19,220,195,103,150,874,1972,Sector_2,Soil_19,2
2299,351,21,178,200,157,361,630,277,Sector_3,Soil_8,3
2542,316,19,168,221,192,60,1006,499,Sector_2,Soil_30,0
2485,61,5,224,229,141,0,1237,1121,Sector_2,Soil_14,0
3421,326,7,203,232,168,510,4824,4188,Sector_2,Soil_35,1
2524,19,25,193,179,112,120,2101,745,Sector_2,Soil_8,0
1905,77,21,241,196,75,90,120,1025,Sector_3,Soil_2,3
3170,9,15,202,210,142,175,607,1944,Sector_1,Soil_20,2
3459,243,2,215,240,163,713,1718,1382,Sector_2,Soil_37,1
2972,25,19,207,195,118,330,4811,3482,Sector_0,Soil_26,2
2536,144,16,241,235,118,120,1099,1722,Sector_2,Soil_3,3
2329,310,23,150,217,204,85,384,1548,Sector_3,Soil_8,3
3316,26,10,215,218,138,60,1976,990,Sector_2,Soil_36,1
2207,4,35,153,152,119,67,488,532,Sector_3,Soil_8,0
2608,82,11,235,220,115,95,1976,2041,Sector_2,Soil_3,0
3208,50,13,225,212,119,30,3894,3463,Sector_0,Soil_26,2
3475,285,12,187,240,193,497,1181,1473,Sector_1,Soil_37,1
3365,1,13,201,215,151,551,2177,1392,Sector_2,Soil_29,2
2334,288,29,126,222,230,342,816,1124,Sector_3,Soil_8,0
3239,265,8,199,244,184,792,6284,1624,Sector_0,Soil_26,4
2707,136,14,241,234,119,300,1940,2713,Sector_2,Soil_1,0
2818,335,22,164,204,176,201,1742,1595,Sector_2,Soil_11,0
2642,76,19,240,202,85,242,451,1167,Sector_0,Soil_26,4
3150,81,7,230,227,129,95,1484,418,Sector_2,Soil_29,4
2419,24,24,198,179,108,60,1113,1019,Sector_2,Soil_8,0
3159,76,9,232,223,124,258,6149,1084,Sector_0,Soil_26,2
2459,225,6,212,246,171,0,1959,331,Sector_2,Soil_13,0
2484,199,27,200,251,171,182,1289,979,Sector_2,Soil_3,3
3112,189,6,220,244,159,0,175,2062,Sector_1,Soil_20,4
2303,289,21,156,232,214,60,1103,769,Sector_3,Soil_8,0
2033,116,25,253,207,67,30,360,418,Sector_3,Soil_5,3
3155,54,6,224,227,138,390,4803,2030,Sector_0,Soil_19,2
2831,327,8,201,231,170,240,2230,1878,Sector_0,Soil_26,4
3014,231,19,187,254,199,551,2490,1159,Sector_2,Soil_11,4
3426,148,23,243,230,103,256,2239,808,Sector_2,Soil_37,1
3331,12,8,212,224,149,755,789,1385,Sector_2,Soil_29,1
2818,345,9,202,225,162,255,1704,2698,Sector_0,Soil_26,4
3145,176,11,226,246,152,60,2308,2789,Sector_0,Soil_26,1
2354,329,31,132,188,186,134,990,874,Sector_3,Soil_8,0
2687,6,10,208,222,150,0,1489,391,Sector_0,Soil_20,4
3249,57,19,229,196,92,785,1756,2925,Sector_2,Soil_30,2
2549,48,6,222,227,140,234,979,1027,Sector_3,Soil_5,3
2432,297,5,205,238,172,361,1020,1398,Sector_2,Soil_1,3
3280,154,18,238,239,124,295,1426,2472,Sector_0,Soil_26,2
3002,352,5,211,231,158,270,5171,1341,Sector_0,Soil_26,4
2430,61,20,232,193,85,408,671,1379,Sector_3,Soil_8,0
2607,169,20,230,244,136,0,1879,2793,Sector_2,Soil_3,0
2852,74,16,237,207,95,218,365,1651,Sector_0,Soil_26,4
3045,345,7,207,230,161,134,3621,757,Sector_2,Soil_19,2
3187,203,16,211,253,173,534,2008,983,Sector_0,Soil_26,4
2388,19,21,199,189,120,108,1020,750,Sector_3,Soil_8,0
3241,32,6,219,227,145,153,6162,446,Sector_0,Soil_19,2
3532,324,15,181,223,181,335,1663,2118,Sector_1,Soil_37,1
2385,334,30,139,187,179,85,742,1140,Sector_3,Soil_8,0
2452,344,17,183,211,164,228,408,1150,Sector_3,Soil_8,0
2599,215,35,165,247,196,150,1678,309,Sector_2,Soil_3,3
3385,345,11,197,222,163,888,1243,1839,Sector_2,Soil_35,1
3430,0,9,208,224,154,424,1639,1296,Sector_2,Soil_35,1
3212,63,33,228,154,32,540,726,1991,Sector_0,Soil_27,1
2711,215,27,184,253,193,127,1460,1448,Sector_2,Soil_3,4
3261,123,29,254,203,55,67,3987,3337,Sector_2,Soil_30,1
3070,148,23,244,230,102,120,3763,5184,Sector_0,Soil_27,2
2421,185,17,221,250,156,85,789,1155,Sector_2,Soil_2,3
2757,206,19,205,254,178,0,3056,1382,Sector_2,Soil_3,4
3002,52,8,225,223,132,258,2684,1361,Sector_0,Soil_26,2
2605,15,21,197,192,126,182,457,1209,Sector_2,Soil_8,0
3396,324,13,188,226,178,553,5120,3189,Sector_2,Soil_35,1
2998,248,13,191,249,196,295,5494,916,Sector_0,Soil_26,4
2411,168,7,226,243,151,301,999,1450,Sector_3,Soil_5,3
2727,36,8,220,222,138,454,2525,1500,Sector_2,Soil_29,0
3085,110,13,242,225,109,124,875,1528,Sector_0,Soil_26,2
2220,326,30,133,192,191,124,1114,726,Sector_3,Soil_8,3
3364,79,6,228,229,135,497,1052,2439,Sector_2,Soil_29,1
2998,353,18,187,206,155,525,5125,5247,Sector_0,Soil_21,4
3251,265,32,123,234,239,67,1325,2558,Sector_0,Soil_36,2
3185,341,12,194,222,166,95,4736,1385,Sector_0,Soil_26,2
2553,51,16,226,204,107,330,1113,1266,Sector_2,Soil_3,3
3037,321,9,197,231,174,787,5688,5689,Sector_0,Soil_10,4
3093,149,11,235,239,134,95,977,1836,Sector_0,Soil_20,2
2957,121,10,237,232,126,295,3458,1158,Sector_0,Soil_26,4
2483,302,13,182,233,191,192,350,1952,Sector_3,Soil_5,3
2651,95,12,239,222,112,391,1740,2178,Sector_2,Soil_1,3
3035,288,16,173,237,203,124,277,1698,Sector_2,Soil_29,4
1980,357,39,134,143,126,120,150,150,Sector_3,Soil_8,3
2581,162,15,233,243,136,552,616,659,Sector_2,Soil_1,3
2940,113,13,241,227,113,255,1718,1396,Sector_0,Soil_26,4
2847,32,6,219,227,145,0,3941,6214,Sector_0,Soil_17,4
2534,202,15,212,252,171,170,1034,1503,Sector_2,Soil_3,3
3397,176,4,221,241,156,256,1565,2912,Sector_0,Soil_37,1
3342,316,19,166,220,193,582,771,474,Sector_1,Soil_30,2
2771,30,29,197,163,85,256,1266,618,Sector_2,Soil_30,0
2621,152,5,226,240,149,361,1840,663,Sector_2,Soil_1,3
2420,271,18,171,243,210,95,331,830,Sector_3,Soil_8,3
2532,102,22,251,204,70,242,1165,1116,Sector_2,Soil_3,3
2484,113,24,253,207,68,210,618,1358,Sector_3,Soil_4,3
3105,342,15,188,217,167,319,2881,2474,Sector_2,Soil_29,2
3258,219,3,216,242,163,339,5779,1282,Sector_0,Soil_19,2
2770,358,7,210,227,156,150,1919,2279,Sector_0,Soil_10,4
2382,63,20,233,194,84,120,450,845,Sector_2,Soil_3,3
3105,246,14,190,250,197,335,408,834,Sector_2,Soil_20,4
3402,70,10,231,220,120,566,800,612,Sector_1,Soil_35,1
2633,164,27,233,235,114,60,1905,2755,Sector_2,Soil_3,3
3329,46,19,222,195,100,242,1879,2795,Sector_0,Soil_36,1
2834,346,16,188,213,163,95,1524,1871,Sector_2,Soil_28,0
3014,242,24,165,251,216,268,2908,1934,Sector_2,Soil_30,4
3320,210,9,213,249,171,30,4536,3271,Sector_2,Soil_30,1
2303,311,22,154,218,201,201,1590,779,Sector_3,Soil_5,0
2273,162,14,233,243,137,42,255,319,Sector_3,Soil_8,3
2652,23,24,199,181,110,350,1982,2274,Sector_2,Soil_21,4
3271,0,10,205,221,153,201,4236,1614,Sector_0,Soil_20,2
2893,232,11,203,250,184,30,4914,1361,Sector_0,Soil_16,4
3186,93,5,227,233,140,120,5508,3010,Sector_0,Soil_16,4
2037,333,31,133,183,179,190,170,255,Sector_3,Soil_8,3
2187,45,36,203,137,41,150,579,845,Sector_3,Soil_8,0
3403,122,20,250,220,89,283,3810,3341,Sector_2,Soil_30,1
3355,130,8,234,236,134,60,4357,4002,Sector_2,Soil_20,1
3130,202,8,217,248,166,108,2416,426,Sector_2,Soil_20,2
3412,39,7,221,225,140,201,2737,2227,Sector_0,Soil_37,1
2235,318,23,155,213,195,256,485,258,Sector_3,Soil_8,3
2564,224,24,182,254,200,150,973,1542,Sector_2,Soil_3,3
2361,329,31,130,186,186,127,960,911,Sector_3,Soil_8,0
2900,358,6,211,229,156,60,2021,511,Sector_2,Soil_16,2
2427,342,22,169,201,167,350,1126,1001,Sector_3,Soil_5,3
2650,2,7,210,226,154,42,350,1370,Sector_0,Soil_10,4
2612,43,24,216,180,87,190,524,1200,Sector_2,Soil_8,0
2006,107,27,253,196,52,90,150,330,Sector_3,Soil_0,3
2975,63,15,232,208,105,285,3714,5662,Sector_0,Soil_17,2
3290,327,14,185,223,177,607,3534,3580,Sector_2,Soil_37,1
2424,342,18,179,210,167,150,484,618,Sector_2,Soil_9,0
3259,81,5,226,231,140,95,3667,3837,Sector_0,Soil_35,1
2916,109,20,250,213,83,124,6282,4218,Sector_0,Soil_26,4
2399,327,26,147,200,188,85,466,658,Sector_2,Soil_8,0
3190,315,8,198,233,175,108,1328,134,Sector_2,Soil_20,2
3469,98,17,245,214,92,150,1748,2016,Sector_1,Soil_36,1
2757,95,8,233,229,128,90,1677,1704,Sector_0,Soil_10,2
3198,296,7,200,238,178,589,3279,1176,Sector_2,Soil_29,2
2634,92,6,230,231,135,361,1523,1833,Sector_2,Soil_1,0
3088,189,14,219,250,161,42,3223,1187,Sector_2,Soil_30,2
2514,239,22,173,252,211,67,1026,659,Sector_2,Soil_1,3
3279,176,16,227,247,148,366,1047,1889,Sector_0,Soil_27,2
2473,24,12,213,214,135,361,782,1237,Sector_3,Soil_5,0
2592,60,20,231,195,88,603,904,1036,Sector_2,Soil_3,3
2630,317,12,188,230,181,134,636,1277,Sector_2,Soil_8,0
3319,73,24,240,188,66,234,4134,3616,Sector_2,Soil_30,1
2741,318,21,160,216,194,108,1657,1584,Sector_2,Soil_11,0
2618,205,13,212,252,172,339,1900,514,Sector_2,Soil_1,3
2176,72,25,239,184,61,95,1370,313,Sector_3,Soil_2,3
2034,342,10,199,225,164,30,323,577,Sector_3,Soil_8,0
2955,181,12,224,247,155,553,2796,2248,Sector_2,Soil_23,4
2373,120,25,253,210,69,42,845,1082,Sector_3,Soil_4,3
2193,7,40,141,131,102,511,537,726,Sector_3,Soil_8,3
3044,48,12,224,214,121,240,2225,2721,Sector_2,Soil_29,2
2984,200,11,216,250,167,210,1776,1588,Sector_2,Soil_29,4
3378,355,14,197,215,155,789,1261,1683,Sector_2,Soil_35,1
3370,85,3,223,234,147,495,1050,2379,Sector_2,Soil_29,1
3282,95,14,241,219,104,258,1986,1448,Sector_0,Soil_20,1
2661,137,12,239,235,124,127,1932,2007,Sector_2,Soil_3,0
2877,141,10,235,238,133,503,3408,2976,Sector_0,Soil_10,4
2751,332,4,211,235,162,30,2345,3919,Sector_0,Soil_20,4
3419,145,11,236,238,132,175,1827,3065,Sector_0,Soil_37,1
2724,16,11,211,217,142,212,2167,2310,Sector_2,Soil_8,0
2696,18,10,212,219,143,190,2205,1973,Sector_2,Soil_29,0
2467,9,23,187,187,130,153,900,1100,Sector_2,Soil_3,0
3041,2,11,204,218,151,60,1800,3228,Sector_2,Soil_28,4
2095,234,13,197,251,190,324,433,272,Sector_3,Soil_4,3
3045,37,14,219,209,123,1194,2932,1048,Sector_2,Soil_28,4
2473,24,6,217,227,147,162,828,1092,Sector_3,Soil_8,0
2781,48,11,224,216,124,270,2039,2387,Sector_0,Soil_10,4
2452,309,16,173,227,194,60,1170,283,Sector_3,Soil_8,0
3141,86,14,240,216,103,30,4696,2964,Sector_0,Soil_26,2
2705,198,33,190,246,167,124,2311,655,Sector_2,Soil_3,3
3410,118,26,253,207,65,300,2007,3250,Sector_0,Soil_37,1
3180,287,21,158,234,214,30,4006,1513,Sector_0,Soil_35,1
2132,17,29,183,166,106,60,1213,1020,Sector_3,Soil_8,3
3220,196,15,215,251,166,335,3384,845,Sector_2,Soil_29,2
2068,236,26,167,252,214,95,192,277,Sector_3,Soil_4,3
3016,297,16,175,234,199,67,738,1054,Sector_2,Soil_11,2
2925,22,8,215,224,145,162,4152,4020,Sector_0,Soil_26,4
2443,252,19,175,249,210,366,671,1271,Sector_3,Soil_8,0
3363,183,16,223,249,154,1006,2720,2042,Sector_2,Soil_36,1
3688,341,9,201,226,165,1215,5362,3738,Sector_2,Soil_37,1
2772,56,13,228,213,116,95,1310,1033,Sector_2,Soil_9,4
3349,102,12,239,225,114,300,2554,2522,Sector_0,Soil_36,1
2431,350,20,178,201,158,255,872,612,Sector_3,Soil_8,0
2639,77,15,238,211,100,268,1794,1865,Sector_2,Soil_9,0
3331,163,16,234,243,134,95,1008,1231,Sector_1,Soil_21,1
2213,351,28,160,182,152,60,759,531,Sector_3,Soil_8,3
2568,32,22,209,186,104,153,571,1261,Sector_2,Soil_8,0
2328,31,23,206,182,102,240,1699,959,Sector_3,Soil_1,0
3141,309,13,184,231,187,182,1613,664,Sector_2,Soil_20,2
3276,324,10,194,229,175,644,1948,716,Sector_2,Soil_28,2
2699,147,19,242,235,114,242,2479,2271,Sector_2,Soil_3,3
2463,254,22,163,248,219,201,552,335,Sector_3,Soil_8,0
2041,349,23,170,194,158,391,690,782,Sector_3,Soil_8,0
2505,49,28,219,168,65,323,684,811,Sector_3,Soil_8,3
2624,20,14,209,210,135,277,1806,2049,Sector_2,Soil_8,0
3718,3,18,194,204,145,1015,4998,3159,Sector_2,Soil_37,1
2333,269,22,157,242,220,150,1231,384,Sector_3,Soil_0,0
2563,340,20,175,207,169,120,1405,1509,Sector_2,Soil_8,3
2952,45,8,223,222,134,127,2254,1984,Sector_0,Soil_26,2
2144,285,29,129,225,230,319,382,366,Sector_3,Soil_8,3
3374,350,19,181,204,158,698,866,664,Sector_1,Soil_30,2
2844,85,13,239,217,106,297,3207,1566,Sector_2,Soil_3,3
2987,13,13,207,214,142,134,955,2017,Sector_2,Soil_29,4
3139,132,6,229,237,141,95,1019,1978,Sector_0,Soil_19,2
3057,234,8,206,248,178,309,5693,1931,Sector_0,Soil_19,4
3473,299,18,166,230,203,1148,4265,2706,Sector_2,Soil_37,1
3427,33,16,215,205,121,800,3384,1608,Sector_2,Soil_36,1
3481,327,13,188,225,176,450,1237,1567,Sector_1,Soil_37,1
3121,18,15,207,207,134,484,1691,3489,Sector_2,Soil_28,2
2857,42,14,222,209,119,277,3388,2758,Sector_0,Soil_10,4
3352,341,16,186,215,167,361,1146,816,Sector_0,Soil_36,2
2030,121,36,253,185,26,319,319,841,Sector_3,Soil_2,3
3169,17,22,195,187,121,323,2337,876,Sector_2,Soil_30,2
3370,41,15,221,207,118,495,3408,1622,Sector_2,Soil_36,1
2518,170,21,230,244,136,90,1786,819,Sector_2,Soil_3,3
2118,308,18,167,225,198,95,942,771,Sector_3,Soil_8,0
3414,118,33,254,191,36,300,2376,942,Sector_2,Soil_37,1
2560,143,9,234,238,135,240,1195,1342,Sector_2,Soil_1,3
3359,67,12,232,217,116,0,3540,2448,Sector_0,Soil_34,1
3125,334,7,204,231,166,270,1061,1639,Sector_1,Soil_21,4
2861,59,22,230,189,81,120,2379,2190,Sector_2,Soil_30,2
3178,12,19,197,197,132,360,1033,1024,Sector_0,Soil_19,2
2755,172,17,229,246,143,150,1440,2463,Sector_2,Soil_8,4
3381,0,18,190,203,147,497,4201,3736,Sector_2,Soil_37,1
2327,308,14,180,230,190,247,1183,940,Sector_3,Soil_9,0
2566,84,40,240,141,0,85,1718,1040,Sector_2,Soil_2,3
2903,74,22,240,192,71,190,3469,5102,Sector_0,Soil_26,4
3035,192,14,218,250,162,404,1289,481,Sector_2,Soil_11,4
2488,79,10,234,222,119,30,466,1262,Sector_3,Soil_5,0
2588,84,11,235,222,117,404,424,247,Sector_2,Soil_1,3
2832,328,21,166,212,183,67,4795,234,Sector_0,Soil_26,4
2600,54,15,228,207,110,180,1025,1561,Sector_2,Soil_9,0
3363,15,11,210,217,143,30,5103,3630,Sector_2,Soil_35,1
3708,4,16,197,207,145,949,4943,3116,Sector_2,Soil_37,1
2432,197,15,215,252,167,331,782,1153,Sector_2,Soil_1,3
3263,176,10,225,246,152,335,4352,2324,Sector_2,Soil_30,2
2438,110,5,228,234,140,0,1295,671,Sector_2,Soil_3,0
3008,73,12,234,217,113,306,5297,6330,Sector_0,Soil_10,2
2672,57,16,229,206,105,95,1570,485,Sector_2,Soil_30,2
2975,126,13,241,231,117,484,342,513,Sector_2,Soil_30,2
3162,87,18,243,208,88,108,953,706,Sector_2,Soil_36,1
3168,142,8,232,238,138,633,4487,1878,Sector_0,Soil_20,2
3019,323,7,201,233,171,60,3275,362,Sector_0,Soil_26,2
2641,76,7,229,227,131,446,1054,900,Sector_2,Soil_9,3
3156,325,13,188,226,177,90,1928,1917,Sector_0,Soil_26,2
3256,93,13,241,219,106,511,582,972,Sector_2,Soil_36,1
2568,55,8,225,224,133,0,1273,750,Sector_0,Soil_13,4
3377,64,26,233,178,61,430,1943,1706,Sector_0,Soil_37,2
2430,352,16,190,211,158,424,984,1031,Sector_3,Soil_5,0
3369,86,8,232,227,129,216,4290,3944,Sector_0,Soil_37,1
2771,89,33,248,167,21,60,2081,510,Sector_2,Soil_11,4
2790,45,9,223,220,132,60,1570,2281,Sector_2,Soil_28,4
3371,308,13,184,232,188,808,1064,2040,Sector_2,Soil_35,1
3445,354,9,206,225,158,541,1652,1332,Sector_2,Soil_37,1
3197,285,3,212,239,165,108,2929,1384,Sector_2,Soil_20,2
3413,141,16,242,234,116,150,4165,3931,Sector_2,Soil_30,1
2091,134,30,251,211,65,108,450,488,Sector_3,Soil_5,3
3314,21,7,215,224,146,0,3738,2336,Sector_0,Soil_34,1
2324,326,26,147,201,188,67,192,268,Sector_3,Soil_8,3
2817,329,23,158,205,183,258,1782,1530,Sector_2,Soil_11,0
2449,151,17,239,237,122,362,866,1231,Sector_3,Soil_1,0
2695,76,12,235,217,111,376,725,190,Sector_2,Soil_8,0
3023,326,9,199,231,171,60,2324,1071,Sector_2,Soil_20,2
2527,26,7,217,225,144,300,433,1050,Sector_2,Soil_1,0
3182,34,12,218,213,129,247,3683,4512,Sector_0,Soil_20,2
2214,94,23,249,198,65,0,485,626,Sector_3,Soil_0,0
2359,314,22,156,216,198,120,481,679,Sector_3,Soil_8,3
2275,312,27,138,209,206,120,875,674,Sector_3,Soil_8,0
2267,235,20,181,253,204,60,1591,904,Sector_3,Soil_1,0
3064,257,6,205,244,177,162,3120,1182,Sector_2,Soil_29,4
2387,316,19,168,221,192,268,1142,1082,Sector_3,Soil_8,0
3426,78,11,234,220,116,778,2096,1634,Sector_0,Soil_32,1
3392,108,24,252,206,68,272,3960,3516,Sector_2,Soil_30,1
3118,68,4,224,231,142,360,3543,1006,Sector_0,Soil_26,2
2819,170,26,228,240,126,153,4136,5303,Sector_0,Soil_27,4
2765,197,33,192,246,166,242,1443,1087,Sector_2,Soil_11,4
2328,100,21,249,207,77,242,331,1050,Sector_3,Soil_2,3
3373,169,6,225,243,152,134,4245,4045,Sector_0,Soil_37,1
3187,312,14,183,229,187,497,3155,1110,Sector_2,Soil_29,2
2606,53,16,227,204,106,484,1154,785,Sector_2,Soil_9,3
2259,27,32,188,154,83,120,531,854,Sector_3,Soil_8,0
2292,70,29,237,169,43,277,626,524,Sector_3,Soil_5,3
2590,299,27,134,218,219,90,1167,685,Sector_2,Soil_30,0
2248,140,23,247,226,95,150,1570,108,Sector_3,Soil_2,3
2531,55,26,225,174,66,210,540,674,Sector_2,Soil_30,4
3836,345,13,193,218,164,957,4808,2876,Sector_2,Soil_37,1
2712,63,20,233,194,84,216,1440,636,Sector_0,Soil_10,4
1895,26,22,204,188,112,153,120,730,Sector_3,Soil_1,0
2973,12,8,212,224,149,552,5278,1866,Sector_0,Soil_26,4
3421,194,18,215,252,165,446,2850,1678,Sector_2,Soil_29,2
2901,97,20,248,208,80,300,319,240,Sector_0,Soil_19,2
3231,166,8,227,243,149,30,4096,2536,Sector_0,Soil_35,1
2789,203,14,212,252,172,0,3304,1626,Sector_2,Soil_29,4
2600,57,14,229,210,111,339,759,666,Sector_0,Soil_10,4
2163,30,31,194,157,80,390,474,443,Sector_3,Soil_8,3
3018,275,9,197,242,185,825,5770,5984,Sector_0,Soil_26,4
3282,179,17,225,248,150,342,1652,1754,Sector_2,Soil_30,2
3237,219,7,212,247,171,558,524,547,Sector_2,Soil_29,2
1986,327,33,122,182,188,306,270,882,Sector_3,Soil_4,0
3018,201,22,205,253,173,210,2148,1889,Sector_2,Soil_20,4
2273,321,24,153,209,193,218,1200,350,Sector_3,Soil_8,3
3413,163,15,233,243,138,127,4174,3985,Sector_2,Soil_30,1
2988,45,14,223,208,116,124,3290,6208,Sector_0,Soil_26,4
3067,74,9,231,223,125,0,4204,2742,Sector_0,Soil_26,2
2759,352,11,200,221,159,391,2037,2101,Sector_2,Soil_8,0
2204,326,23,158,208,187,134,782,1050,Sector_3,Soil_8,0
2213,347,24,166,193,160,124,1015,1308,Sector_3,Soil_8,3
3361,119,12,240,229,117,268,1681,3200,Sector_1,Soil_35,2
2386,247,25,159,249,221,42,1168,858,Sector_3,Soil_8,0
